seqid,phobius_start,phobius_end,phobius_type
AN2331,4,15,SP
AN12281,3,10,SP
AN12181,10,20,SP
AN4682,23,41,TM
AN3520,8,18,SP
AN9294,40,57,TM
AN5581,8,15,SP
AN8959,10,21,SP
AN10871,36,59,TM
AN8481,4,16,SP
AN9444,2,12,SP
AN5770,8,18,SP
AN2366,35,59,TM
AN0404,36,60,TM
AN5596,26,44,TM
AN5241,23,33,SP
AN8947,5,16,SP
AN6727,25,48,TM
AN12390,6,15,SP
AN3008,3,14,SP
AN0486,15,26,SP
AN8315,6,17,SP
AN1048,5,15,SP
AN3307,12,19,SP
AN5350,31,51,TM
AN8314,9,20,SP
AN5818,6,17,SP
AN4248,37,57,TM
AN7522,7,28,TM
AN5834,3,13,SP
AN5269,12,29,TM
AN9524,4,11,SP
AN3918,4,14,SP
AN5768,6,30,TM
AN11947,4,14,SP
AN1753,4,15,SP
AN3404,4,15,SP
AN2752,12,24,SP
AN6324,4,15,SP
AN1377,7,26,TM
AN7715,24,44,TM
AN12067,6,17,SP
AN11770,12,33,TM
AN8468,4,16,SP
AN8131,12,35,TM
AN8764,17,40,TM
AN11059,7,17,SP
AN9006,3,14,SP
AN5423,5,16,SP
AN8138,6,17,SP
AN4206,3,14,SP
AN2598,13,37,TM
AN1463,3,16,SP
AN2350,4,16,SP
AN3583,3,14,SP
AN3397,6,16,SP
AN2060,3,13,SP
AN2727,9,33,TM
AN0787,3,14,SP
AN7822,6,29,TM
AN6153,20,40,TM
AN11955,21,32,SP
AN6134,6,14,SP
AN10934,29,51,TM
AN11487,12,32,TM
AN1950,4,15,SP
AN4673,7,18,SP
AN4165,10,20,SP
AN1501,16,27,SP
AN9054,4,12,SP
AN3184,27,46,TM
AN7153,6,16,SP
AN3294,6,13,SP
AN7622,33,56,TM
AN1033,12,30,TM
AN12022,4,14,SP
AN8037,6,16,SP
AN11697,12,35,TM
AN1066,20,38,TM
AN9106,3,11,SP
AN2651,29,48,TM
AN2790,6,16,SP
AN2971,15,23,SP
AN8092,4,14,SP
AN1872,6,26,TM
AN2572,3,13,SP
AN7902,12,30,TM
AN10804,38,59,TM
AN7983,37,58,TM
AN9378,3,10,SP
AN7985,4,14,SP
AN9139,5,23,SP
AN9130,4,15,SP
AN0779,6,16,SP
AN3531,6,25,TM
AN3588,6,27,TM
AN5036,12,36,TM
AN2813,20,38,TM
AN6666,12,30,TM
AN1543,5,12,SP
AN1700,2,13,SP
AN11068,20,44,TM
AN0157,30,49,TM
AN3538,2,9,SP
AN4642,9,28,TM
AN5194,7,18,SP
AN7047,12,29,TM
AN1041,6,17,SP
AN5176,5,12,SP
AN0878,7,17,SP
AN11046,4,14,SP
AN4853,9,22,SP
AN6148,7,18,SP
AN8309,29,49,TM
AN2444,21,46,TM
AN1963,13,24,SP
AN7766,29,47,TM
AN3568,6,27,TM
AN6137,30,51,TM
AN5989,6,17,SP
AN9214,22,40,TM
AN7754,7,22,SP
AN8439,20,37,TM
AN7137,20,43,TM
AN6119,6,17,SP
AN0194,28,35,SP
AN10090,32,58,TM
AN6785,18,26,SP
AN7679,44,60,TM
AN10828,21,39,TM
AN3984,20,41,TM
AN5371,15,37,TM
AN7192,16,31,SP
AN7639,4,16,SP
AN6672,3,14,SP
AN7238,6,26,TM
AN3736,7,12,SP
AN10437,8,18,SP
AN3036,20,39,TM
AN6669,17,35,TM
AN5187,6,30,TM
AN2386,12,39,TM
AN8984,12,29,TM
AN12276,20,40,TM
AN10109,6,15,SP
AN4608,4,12,SP
AN3860,6,16,SP
AN7211,27,46,TM
AN2127,42,60,TM
AN7401,6,17,SP
AN5321,16,27,SP
AN4630,6,33,TM
AN7549,37,55,TM
AN4738,36,55,TM
AN2186,4,12,SP
AN5459,6,16,SP
AN0472,9,19,SP
AN7181,3,14,SP
AN8086,3,14,SP
AN11713,4,14,SP
AN5553,5,23,SP
AN6259,29,49,TM
AN9111,20,39,TM
AN8410,12,32,TM
AN9267,3,11,SP
AN6772,3,11,SP
AN3556,3,14,SP
AN8140,21,40,TM
AN0888,6,14,SP
AN2952,20,41,TM
AN5879,3,14,SP
AN7721,33,55,TM
AN2708,12,32,TM
AN7202,3,14,SP
AN3576,37,60,TM
AN11008,33,50,TM
AN10113,5,16,SP
AN2836,20,37,TM
AN1675,3,14,SP
AN7160,20,37,TM
AN7539,3,13,SP
AN4037,20,37,TM
AN7323,3,13,SP
AN5939,3,13,SP
AN3253,6,28,TM
AN3079,6,19,SP
AN3272,6,25,TM
AN1818,6,14,SP
AN9003,6,25,TM
AN2658,8,21,SP
AN7775,37,54,TM
AN11133,26,46,TM
AN8810,22,42,TM
AN7672,13,31,SP
AN7055,6,13,SP
AN5004,9,26,TM
AN2922,2,13,SP
AN0451,3,14,SP
AN11624,36,54,TM
AN10069,26,49,TM
AN7961,5,15,SP
AN1794,35,56,TM
AN5993,3,13,SP
AN3335,9,16,SP
AN5290,4,12,SP
AN3914,7,17,SP
AN2533,8,19,SP
AN3491,39,60,TM
AN2279,37,56,TM
AN1598,25,45,TM
AN4467,7,19,SP
AN8607,5,12,SP
AN7094,26,48,TM
AN2982,23,32,SP
AN10369,6,23,TM
AN12094,36,57,TM
AN4018,36,59,TM
AN12435,6,30,TM
AN11341,6,17,SP
AN11159,12,31,TM
AN0882,8,26,SP
AN10686,6,25,TM
AN4667,19,27,SP
AN5031,4,15,SP
AN8343,5,15,SP
AN8256,6,13,SP
AN3600,5,13,SP
AN3113,38,57,TM
AN1351,8,15,SP
AN7675,4,16,SP
AN3417,5,15,SP
AN7785,6,14,SP
AN3377,5,16,SP
AN9184,6,27,TM
AN5665,12,31,TM
AN11122,21,41,TM
AN7307,3,13,SP
AN10581,7,31,TM
AN3382,15,33,TM
AN8484,6,15,SP
AN0225,27,46,TM
AN6306,2,12,SP
AN10575,3,13,SP
AN4810,5,15,SP
AN8927,6,16,SP
AN10692,14,25,SP
AN8401,9,17,SP
AN1572,35,52,TM
AN1061,27,52,TM
AN9377,6,14,SP
AN12011,10,20,SP
AN1027,6,24,TM
AN1864,5,16,SP
AN8337,37,57,TM
AN9528,22,42,TM
AN4381,6,16,SP
AN9276,5,12,SP
AN2356,6,17,SP
AN0362,3,17,SP
AN11719,18,37,TM
AN5219,2,12,SP
AN4438,7,17,SP
AN9055,3,10,SP
AN7365,20,40,TM
AN3285,8,19,SP
AN6414,25,34,SP
AN2336,3,14,SP
AN9127,7,27,TM
AN2562,26,47,TM
AN8521,7,17,SP
AN8505,3,14,SP
AN7081,6,16,SP
AN0379,20,42,TM
AN4255,12,33,TM
AN7403,3,14,SP
AN6869,2,12,SP
AN4728,3,14,SP
AN5838,16,35,TM
AN4823,10,20,SP
AN8971,14,37,TM
AN12388,8,19,SP
AN9253,12,30,TM
AN12397,11,16,SP
AN12145,30,50,TM
AN9023,32,52,TM
AN6754,3,14,SP
AN3303,24,46,TM
AN8319,3,12,SP
AN4686,12,20,SP
AN2394,7,15,SP
AN9297,14,33,TM
AN8955,39,56,TM
AN0015,34,57,TM
AN5683,16,27,SP
AN11688,20,39,TM
AN8912,33,51,TM
AN20012,22,41,TM
AN8395,3,11,SP
AN7535,15,33,TM
AN4372,7,18,SP
AN7857,2,12,SP
AN3021,6,14,SP
AN4122,20,39,TM
AN9007,20,39,TM
AN2124,31,51,TM
AN2201,35,54,TM
AN9248,31,51,TM
AN5779,39,57,TM
AN4140,3,14,SP
AN7275,5,16,SP
AN2528,4,12,SP
AN6103,3,13,SP
AN9000,41,59,TM
AN1930,12,32,TM
AN8908,7,17,SP
AN11208,41,58,TM
AN8537,12,31,TM
AN1058,6,14,SP
AN8761,6,18,SP
AN12206,13,31,TM
AN1444,42,59,TM
AN8815,4,12,SP
AN8987,6,24,TM
AN4623,13,23,SP
AN0501,42,58,TM
AN11226,16,34,TM
AN6742,12,29,TM
AN7173,20,37,TM
AN6937,7,18,SP
AN10699,7,22,SP
AN11731,4,15,SP
AN6638,6,26,TM
AN8480,13,26,SP
AN6025,10,23,SP
AN7117,3,13,SP
AN12429,6,26,TM
AN10827,6,22,TM
AN3509,12,31,TM
AN4224,35,53,TM
AN7035,3,13,SP
AN0405,36,58,TM
AN5944,6,17,SP
AN5396,8,18,SP
AN1459,41,60,TM
AN2556,2,13,SP
AN7395,32,49,TM
AN0012,5,16,SP
AN2423,3,14,SP
AN4633,21,45,TM
AN4854,33,52,TM
AN7673,12,23,SP
AN9421,29,54,TM
AN8363,7,18,SP
AN11201,3,12,SP
AN12191,6,28,TM
AN8736,33,60,TM
AN10720,41,59,TM
AN20052,14,37,TM
AN5258,3,14,SP
AN6426,4,15,SP
AN4912,41,59,TM
AN0977,27,47,TM
AN9219,42,60,TM
AN0606,6,24,TM
AN4055,4,14,SP
AN3727,8,19,SP
AN2567,30,47,TM
AN9210,2,11,SP
AN10860,31,49,TM
AN0418,26,49,TM
AN3474,4,15,SP
AN10952,29,50,TM
AN7443,4,17,SP
AN0765,5,15,SP
AN3714,8,19,SP
AN0517,16,27,SP
AN3777,3,11,SP
AN1087,15,34,TM
AN3046,3,12,SP
AN3393,3,13,SP
AN4849,6,15,SP
AN12129,39,58,TM
AN2488,12,33,TM
AN10975,21,38,TM
AN10167,7,15,SP
AN10097,20,39,TM
AN9101,6,25,TM
AN4332,35,58,TM
AN2881,6,28,TM
AN1827,3,14,SP
AN5017,6,13,SP
AN6473,3,13,SP
AN8570,6,26,TM
AN12097,9,17,SP
AN2544,12,34,TM
AN4314,4,15,SP
AN1332,4,15,SP
AN9386,7,29,TM
AN3218,3,13,SP
AN4266,25,43,TM
AN12161,2,9,SP
AN7384,3,13,SP
AN10658,21,39,TM
AN1844,4,12,SP
AN10028,12,31,TM
AN10887,20,40,TM
AN3775,6,14,SP
AN4047,12,32,TM
AN2473,7,18,SP
AN12452,38,59,TM
AN5160,3,13,SP
AN5890,28,46,TM
AN3297,3,14,SP
AN7215,36,47,SP
AN10672,11,23,SP
AN8157,4,14,SP
AN7667,12,23,SP
AN12337,6,17,SP
AN5902,7,28,TM
AN20007,6,27,TM
AN6620,30,38,SP
AN7948,4,15,SP
AN7551,9,19,SP
AN5557,36,54,TM
AN5936,4,11,SP
AN4151,6,24,TM
AN7601,16,35,TM
AN8657,7,15,SP
AN9263,3,13,SP
AN4735,10,18,SP
AN3759,28,48,TM
AN3463,2,15,SP
AN3552,20,44,TM
AN4778,37,60,TM
AN9286,4,15,SP
AN10235,37,55,TM
AN3613,7,18,SP
AN0005,4,15,SP
AN10986,6,23,TM
AN0847,21,34,SP
AN0300,7,14,SP
AN4213,25,47,TM
AN7142,6,17,SP
AN1835,15,32,TM
AN10702,7,15,SP
AN3656,2,13,SP
AN8897,12,32,TM
AN7781,3,13,SP
AN4451,28,46,TM
AN0459,6,24,TM
AN3257,6,31,TM
AN6449,2,13,SP
AN0494,10,18,SP
AN6740,12,33,TM
AN11857,29,53,TM
AN4674,8,19,SP
AN6405,5,15,SP
AN12227,12,33,TM
AN7426,3,13,SP
AN1804,6,14,SP
AN2389,12,30,TM
AN4095,8,16,SP
AN10345,3,13,SP
AN10511,20,38,TM
AN2288,38,60,TM
AN1276,6,25,TM
AN2249,27,47,TM
AN4355,7,15,SP
AN7691,4,14,SP
AN11108,2,12,SP
AN12258,12,31,TM
AN1423,15,38,TM
AN4573,2,12,SP
AN4954,4,12,SP
AN0558,8,16,SP
AN3011,28,47,TM
AN3421,3,11,SP
AN0925,8,19,SP
AN6496,6,26,TM
AN8556,20,45,TM
AN3967,6,24,TM
AN9209,7,29,TM
AN3267,5,16,SP
AN1910,21,39,TM
AN8100,12,29,TM
AN11765,3,11,SP
AN9496,16,39,TM
AN0049,6,24,TM
AN7891,6,14,SP
AN11304,33,51,TM
AN4578,38,59,TM
AN6459,3,13,SP
AN0564,4,12,SP
AN0819,6,28,TM
AN6106,5,16,SP
AN2157,3,14,SP
AN8602,2,13,SP
AN11709,32,54,TM
AN4615,6,31,TM
AN5612,9,20,SP
AN0510,4,15,SP
AN2645,8,19,SP
AN2187,3,13,SP
AN3730,3,14,SP
AN3049,9,20,SP
AN10364,6,15,SP
AN2704,3,14,SP
AN8445,4,12,SP
AN7391,7,14,SP
AN9156,3,12,SP
AN6927,11,22,SP
AN7286,12,34,TM
AN3190,44,60,TM
AN7887,3,15,SP
AN8472,3,14,SP
AN11045,26,34,SP
AN10868,5,12,SP
AN8958,10,20,SP
AN7327,3,13,SP
AN2537,5,13,SP
AN8278,7,30,TM
AN7041,6,17,SP
AN1145,13,24,SP
AN8500,3,14,SP
AN4860,6,16,SP
