seqid,phobius_start,phobius_end,phobius_type
SPAC1F8.06.1,1,20,SP
SPAC1F8.08.1,6,29,TM
SPAC20G4.07c.1,12,34,TM
SPAC20G8.07c.1,6,22,TM
SPAC212.08c.1,1,20,SP
SPAC212.12.1,1,20,SP
SPAC227.01c.1,20,40,TM
SPAC227.11c.1,20,43,TM
SPAC227.13c.1,1,26,SP
SPAC227.19c.1,12,31,TM
SPAC22A12.07c.1,31,50,TM
SPAC22A12.10.1,40,59,TM
SPAC22A12.15c.1,1,24,SP
SPAC22E12.05c.1,35,53,TM
SPAC22E12.06c.1,12,29,TM
SPAC22E12.09c.1,1,24,SP
SPAC22F8.02c.1,13,36,TM
SPAC22F8.03c.1,12,32,TM
SPAC22G7.06c.1,1,17,SP
SPAC22H12.05c.1,1,21,SP
SPAC23A1.02c.1,17,36,TM
SPAC23A1.04c.1,1,26,SP
SPAC23A1.05.1,40,59,TM
SPAC23C11.06c.1,42,59,TM
SPAC23C11.13c.1,32,51,TM
SPAC23C11.14.1,12,31,TM
SPAC23C4.05c.1,1,21,SP
SPAC23C4.11.1,12,32,TM
SPAC23C4.14.1,1,21,SP
SPAC23C4.16c.1,1,22,SP
SPAC23D3.14c.1,1,24,SP
SPAC23H3.04.1,39,59,TM
SPAC23H4.03c.1,1,21,SP
SPAC23H4.05c.1,1,30,SP
SPAC23H4.07c.1,6,28,TM
SPAC23H4.13c.1,34,55,TM
SPAC24B11.08c.1,20,43,TM
SPAC24C9.08.1,38,54,TM
SPAC24C9.16c.1,41,59,TM
SPAC24H6.13.1,12,33,TM
SPAC25A8.03c.1,20,38,TM
SPAC25B8.01.1,6,22,TM
SPAC25B8.07c.1,40,59,TM
SPAC25B8.17.1,37,56,TM
SPAC25H1.05.1,1,21,SP
SPAC25H1.07.1,1,22,SP
SPAC25H1.09.1,6,26,TM
SPAC25H1.10c.1,12,31,TM
SPAC26A3.01.1,1,23,SP
SPAC26F1.05.1,1,34,SP
SPAC26F1.08c.1,23,44,TM
SPAC26H5.07c.1,1,22,SP
SPAC26H5.08c.1,1,21,SP
SPAC26H5.13c.1,21,40,TM
SPAC27D7.09c.1,1,23,SP
SPAC27D7.11c.1,1,23,SP
SPAC27E2.07.1,16,37,TM
SPAC27E2.11c.1,1,20,SP
SPAC27E2.12.1,25,48,TM
SPAC27F1.07.1,1,18,SP
SPAC29E6.05c.1,1,19,SP
SPAC29E6.07.1,28,49,TM
SPAC2C4.05.1,6,26,TM
SPAC2C4.13.1,6,24,TM
SPAC2E12.03c.1,16,35,TM
SPAC2E1P3.02c.1,33,55,TM
SPAC2E1P3.05c.1,1,23,SP
SPAC2E1P5.01c.1,9,28,TM
SPAC2E1P5.03.1,1,20,SP
SPAC2F3.01.1,12,29,TM
SPAC2F3.07c.1,16,37,TM
SPAC2F3.08.1,34,52,TM
SPAC2F3.18c.1,12,31,TM
SPAC2G11.09.1,25,42,TM
SPAC2G11.13.1,21,45,TM
SPAC2H10.04.1,28,50,TM
SPAC30C2.05.1,6,30,TM
SPAC30D11.01c.1,1,24,SP
SPAC30D11.06c.1,6,28,TM
SPAC31G5.02.1,1,21,SP
SPAC31G5.07.1,1,32,SP
SPAC328.09.1,6,29,TM
SPAC32A11.01.1,1,16,SP
SPAC343.12.1,1,24,SP
SPAC343.21.1,6,25,TM
SPAC3A11.04.1,7,31,TM
SPAC3A11.09.1,12,32,TM
SPAC3A11.10c.1,23,42,TM
SPAC3A12.03c.1,23,45,TM
SPAC3A12.06c.1,1,37,SP
SPAC3A12.08.1,1,30,SP
SPAC3A12.17c.1,6,22,TM
SPAC3C7.11c.1,1,22,SP
SPAC3F10.02c.1,12,39,TM
SPAC3F10.10c.1,6,25,TM
SPAC3F10.11c.1,23,47,TM
SPAC3G6.01.1,1,15,SP
SPAC3G6.05.1,1,36,SP
SPAC3G9.01.1,1,20,SP
SPAC3H5.09c.1,24,46,TM
SPAC4A8.04.1,1,24,SP
SPAC4C5.03.1,20,42,TM
SPAC4D7.12c.1,1,20,SP
SPAC4F10.10c.1,9,27,TM
SPAC4G8.02c.1,34,55,TM
SPAC4G8.08.1,1,20,SP
SPAC4G8.12c.1,1,24,SP
SPAC4G9.11c.1,12,31,TM
SPAC4G9.14.1,6,22,TM
SPAC4G9.15.1,15,39,TM
SPAC4H3.16.1,1,38,SP
SPAC4H3.17.1,12,33,TM
SPAC513.04.1,13,46,TM
SPAC513.06c.1,1,26,SP
SPAC513.07.1,1,19,SP
SPAC521.02.1,6,25,TM
SPAC56E4.05.1,16,38,TM
SPAC56E4.06c.1,43,59,TM
SPAC56F8.06c.1,1,22,SP
SPAC56F8.07.1,28,46,TM
SPAC56F8.11.1,13,34,TM
SPAC56F8.15.1,12,29,TM
SPAC57A10.07.1,35,54,TM
SPAC57A10.08c.1,12,30,TM
SPAC57A10.12c.1,37,54,TM
SPAC57A7.09.1,6,29,TM
SPAC57A7.15c.1,12,30,TM
SPAC589.06c.1,28,50,TM
SPAC589.09.1,1,30,SP
SPAC589.12.1,12,36,TM
SPAC5D6.06c.1,6,25,TM
SPAC5D6.10c.1,20,39,TM
SPAC5H10.11.1,15,34,TM
SPAC5H10.12c.1,15,33,TM
SPAC5H10.13c.1,12,34,TM
SPAC607.07c.1,6,28,TM
SPAC607.09c.1,12,35,TM
SPAC630.04c.1,34,55,TM
SPAC630.11.1,7,24,TM
SPAC630.12.1,6,23,TM
SPAC637.03.1,9,29,TM
SPAC644.07.1,24,45,TM
SPAC652.01.1,6,27,TM
SPAC688.12c.1,22,39,TM
SPAC688.16.1,16,36,TM
SPAC6B12.12.1,32,51,TM
SPAC6C3.03c.1,1,18,SP
SPAC6C3.04.1,1,37,SP
SPAC6F12.04.1,7,24,TM
SPAC6F12.07.1,1,19,SP
SPAC6F6.04c.1,29,50,TM
SPAC6F6.05.1,31,55,TM
SPAC6F6.06c.1,1,27,SP
SPAC6G10.06.1,12,30,TM
SPAC6G10.09.1,1,29,SP
SPAC732.01.1,12,31,TM
SPAC732.02c.1,1,21,SP
SPAC750.04c.1,38,59,TM
SPAC750.07c.1,1,20,SP
SPAC7D4.09c.1,6,29,TM
SPAC821.09.1,1,20,SP
SPAC823.07.1,1,26,SP
SPAC823.09c.1,1,19,SP
SPAC824.06.1,1,17,SP
SPAC824.08.1,12,31,TM
SPAC869.01.1,1,19,SP
SPAC869.03c.1,12,33,TM
SPAC869.07c.1,1,24,SP
SPAC8C9.12c.1,20,40,TM
SPAC8C9.19.1,25,43,TM
SPAC8E11.10.1,1,30,SP
SPAC8F11.08c.1,6,25,TM
SPAC8F11.10c.1,1,30,SP
SPAC9.08c.1,6,26,TM
SPAC922.04.1,1,18,SP
SPAC922.09.1,21,45,TM
SPAC959.05c.1,6,25,TM
SPAC977.02.1,38,59,TM
SPAC977.04.1,23,44,TM
SPAC977.05c.1,1,19,SP
SPAC977.07c.1,1,27,SP
SPAC977.09c.1,1,19,SP
SPAC977.10.1,12,29,TM
SPAC977.11.1,7,25,TM
SPAC977.12.1,1,20,SP
SPAC977.18.1,27,54,TM
SPAC9E9.01.1,12,28,TM
SPAC9E9.04.1,6,26,TM
SPAC9E9.12c.1,27,46,TM
SPAC9E9.17c.1,1,17,SP
SPACUNK4.07c.1,25,44,TM
SPACUNK4.08.1,25,42,TM
SPACUNK4.16c.1,1,18,SP
SPAP11E10.02c.1,1,18,SP
SPAP14E8.05c.1,6,23,TM
SPAP27G11.02.1,1,47,SP
SPAP4C9.02.1,1,27,SP
SPAP7G5.03.1,16,34,TM
SPAP8A3.03.1,1,23,SP
SPAPB15E9.01c.1,1,23,SP
SPAPB15E9.02c.1,7,29,TM
SPAPB15E9.06.1,12,29,TM
SPAPB17E12.03.1,37,56,TM
SPAPB17E12.07c.1,20,40,TM
SPAPB17E12.08.1,24,45,TM
SPAPB17E12.11.1,1,19,SP
SPAPB18E9.04c.1,1,19,SP
SPAPB18E9.05c.1,12,38,TM
SPAPB1A10.07c.1,36,57,TM
SPAPB1A11.01.1,39,59,TM
SPAPB1E7.04c.1,1,19,SP
SPAPB24D3.03.1,1,21,SP
SPAPB24D3.07c.1,1,22,SP
SPAPB24D3.10c.1,1,24,SP
SPAPB2B4.01c.1,1,19,SP
SPAPB2B4.06.1,34,56,TM
SPAPB2C8.01.1,1,21,SP
SPAPB8E5.03.1,36,57,TM
SPAPB8E5.04c.1,6,23,TM
SPAPB8E5.08.1,13,33,TM
SPAPB8E5.10.1,21,44,TM
SPAPJ691.03.1,22,41,TM
SPAPJ695.01c.1,1,17,SP
SPAPJ760.03c.1,1,22,SP
SPBC1105.05.1,1,22,SP
SPBC1105.08.1,1,26,SP
SPBC1105.13c.1,1,29,SP
SPBC115.03.1,1,25,SP
SPBC119.09c.1,43,59,TM
SPBC1198.06c.1,1,20,SP
SPBC1198.07c.1,1,19,SP
SPBC11B10.07c.1,38,59,TM
SPBC11C11.05.1,1,21,SP
SPBC11G11.07.1,1,15,SP
SPBC1215.01.1,38,58,TM
SPBC1215.02c.1,1,29,SP
SPBC1271.02.1,22,42,TM
SPBC1289.13c.1,6,25,TM
SPBC1289.15.1,1,21,SP
SPBC12C2.13c.1,36,58,TM
SPBC12C2.14c.1,21,38,TM
SPBC12D12.09.1,15,34,TM
SPBC1347.04.1,12,30,TM
SPBC1347.05c.1,1,22,SP
SPBC1347.11.1,1,24,SP
SPBC1347.14c.1,12,31,TM
SPBC1348.03.1,38,59,TM
SPBC1348.06c.1,1,18,SP
SPBC1348.08c.1,1,27,SP
SPBC1348.10c.1,1,19,SP
SPBC1348.14c.1,28,48,TM
SPBC13E7.05.1,7,26,TM
SPBC13E7.07.1,6,24,TM
SPBC13E7.11.1,38,55,TM
SPBC13G1.07.1,6,26,TM
SPBC13G1.14c.1,1,15,SP
SPBC13G1.15c.1,1,20,SP
SPBC146.04.1,7,28,TM
SPBC146.10.1,1,24,SP
SPBC14C8.05c.1,1,16,SP
SPBC14C8.11c.1,6,25,TM
SPBC14C8.15.1,17,37,TM
SPBC14F5.13c.1,27,47,TM
SPBC1539.04.1,24,42,TM
SPBC15D4.04.1,1,36,SP
SPBC1604.04.1,16,34,TM
SPBC1604.13c.1,27,49,TM
SPBC1604.15.1,1,22,SP
SPBC1604.25.1,7,24,TM
SPBC1677.02.1,7,24,TM
SPBC1683.03c.1,37,57,TM
SPBC1683.08.1,1,22,SP
SPBC1683.09c.1,9,30,TM
SPBC1683.12.1,40,57,TM
SPBC1685.03.1,1,25,SP
SPBC1685.07c.1,20,40,TM
SPBC1685.13.1,12,33,TM
SPBC1685.16.1,36,54,TM
SPBC16A3.10.1,22,39,TM
SPBC16A3.12c.1,14,37,TM
SPBC16A3.13.1,1,24,SP
SPBC16C6.06.1,1,33,SP
SPBC16C6.08c.1,1,19,SP
SPBC16D10.05.1,1,21,SP
SPBC16E9.03c.1,1,24,SP
SPBC16E9.09c.1,1,19,SP
SPBC16E9.18.1,32,53,TM
SPBC16G5.06.1,1,22,SP
SPBC16G5.09.1,1,21,SP
SPBC16G5.18.1,15,39,TM
SPBC16H5.04.1,12,30,TM
SPBC16H5.09c.1,6,24,TM
SPBC16H5.14c.1,6,26,TM
SPBC1703.11.1,1,17,SP
SPBC1703.13c.1,20,41,TM
SPBC1709.03.1,1,27,SP
SPBC1711.03.1,12,32,TM
SPBC1711.09c.1,12,31,TM
SPBC1711.12.1,1,21,SP
SPBC1711.16.1,1,15,SP
SPBC1718.04.1,6,22,TM
SPBC1734.04.1,39,57,TM
SPBC1734.09.1,29,52,TM
SPBC1734.12c.1,7,25,TM
SPBC1773.04.1,1,21,SP
SPBC1773.08c.1,31,52,TM
SPBC1773.11c.1,40,58,TM
SPBC1778.05c.1,20,37,TM
SPBC17D1.06.1,7,26,TM
SPBC17D11.02c.1,40,59,TM
SPBC18A7.01.1,21,43,TM
SPBC18A7.02c.1,1,18,SP
SPBC18E5.14c.1,20,40,TM
SPBC1921.06c.1,9,28,TM
SPBC19C2.04c.1,16,34,TM
SPBC19C2.15c.1,12,34,TM
SPBC19C7.02.1,20,36,TM
SPBC19C7.05.1,36,56,TM
SPBC19C7.12c.1,1,26,SP
SPBC19F8.04c.1,6,27,TM
SPBC19G7.07c.1,1,18,SP
SPBC19G7.17.1,33,54,TM
SPBC19G7.18c.1,34,50,TM
SPBC1E8.03c.1,1,53,SP
SPBC1E8.05.1,1,16,SP
SPBC215.13.1,1,20,SP
SPBC21B10.04c.1,33,53,TM
SPBC21B10.06c.1,20,44,TM
SPBC21B10.11.1,6,26,TM
SPBC21B10.15.1,6,27,TM
SPBC21C3.06.1,6,30,TM
SPBC21C3.14c.1,1,31,SP
SPBC21C3.16c.1,1,25,SP
SPBC21C3.17c.1,1,21,SP
SPBC21C3.18.1,1,15,SP
SPBC21D10.06c.1,1,23,SP
SPBC21D10.11c.1,1,29,SP
SPBC21H7.03c.1,1,18,SP
SPBC23G7.06c.1,6,27,TM
SPBC23G7.13c.1,12,33,TM
SPBC23G7.15c.1,1,20,SP
SPBC23G7.16.1,37,54,TM
SPBC25H2.18.1,37,54,TM
SPBC27.01c.1,17,34,TM
SPBC27.05.1,6,25,TM
SPBC27.06c.1,12,36,TM
SPBC27B12.01c.1,12,32,TM
SPBC27B12.06.1,21,39,TM
SPBC27B12.09c.1,1,24,SP
SPBC28F2.08c.1,1,20,SP
SPBC29A10.01.1,6,25,TM
SPBC29A10.08.1,1,19,SP
SPBC29A3.18.1,36,55,TM
SPBC2A9.05c.1,40,57,TM
SPBC2A9.06c.1,5,21,TM
SPBC2F12.15c.1,7,30,TM
SPBC2G2.01c.1,24,42,TM
SPBC2G2.10c.1,25,43,TM
SPBC2G2.17c.1,1,19,SP
SPBC2G5.01.1,1,19,SP
SPBC2G5.04c.1,31,54,TM
SPBC30B4.01c.1,1,29,SP
SPBC30D10.09c.1,1,27,SP
SPBC30D10.16.1,35,57,TM
SPBC30D10.17c.1,1,27,SP
SPBC32F12.12c.1,29,58,TM
SPBC32H8.03.1,12,32,TM
SPBC32H8.08c.1,12,35,TM
SPBC32H8.09.1,1,15,SP
SPBC32H8.13c.1,1,22,SP
SPBC32H8.15.1,12,34,TM
SPBC336.16.1,12,31,TM
SPBC337.07c.1,6,27,TM
SPBC337.09.1,12,33,TM
SPBC337.10c.1,1,14,SP
SPBC337.16.1,20,44,TM
SPBC342.01c.1,25,47,TM
SPBC342.03.1,1,23,SP
SPBC354.02c.1,34,55,TM
SPBC354.08c.1,30,53,TM
SPBC354.15.1,1,20,SP
SPBC359.04c.1,1,23,SP
SPBC359.05.1,7,29,TM
SPBC365.08c.1,22,46,TM
SPBC365.12c.1,6,24,TM
SPBC36B7.03.1,12,34,TM
SPBC3B8.03.1,1,15,SP
SPBC3B8.06.1,29,53,TM
SPBC3B9.01.1,1,15,SP
SPBC3B9.04.1,7,27,TM
SPBC3B9.15c.1,36,57,TM
SPBC3D6.02.1,1,23,SP
SPBC3D6.05.1,20,40,TM
SPBC3D6.13c.1,1,28,SP
SPBC3E7.09.1,1,25,SP
SPBC3H7.05c.1,12,33,TM
SPBC3H7.08c.1,21,40,TM
SPBC4.01.1,26,48,TM
SPBC405.03c.1,12,33,TM
SPBC409.11.1,20,44,TM
SPBC409.18.1,18,38,TM
SPBC409.20c.1,21,40,TM
SPBC409.21.1,6,25,TM
SPBC428.03c.1,1,18,SP
SPBC428.12c.1,20,37,TM
SPBC428.14.1,12,35,TM
SPBC4B4.08.1,1,25,SP
SPBC4C3.08.1,1,34,SP
SPBC4C3.09.1,20,39,TM
SPBC4F6.05c.1,1,19,SP
SPBC530.03c.1,14,31,TM
SPBC530.09c.1,1,25,SP
SPBC530.10c.1,1,16,SP
SPBC530.12c.1,1,24,SP
SPBC530.16.1,1,26,SP
SPBC543.08.1,24,43,TM
SPBC543.10.1,1,22,SP
SPBC56F2.10c.1,6,24,TM
SPBC56F2.12.1,1,35,SP
SPBC685.03.1,1,20,SP
SPBC685.05.1,25,43,TM
SPBC691.01.1,21,42,TM
SPBC713.07c.1,1,21,SP
SPBC713.12.1,6,25,TM
SPBC713.14c.1,7,26,TM
SPBC725.05c.1,32,52,TM
SPBC725.10.1,15,33,TM
SPBC776.15c.1,1,33,SP
SPBC800.11.1,1,23,SP
SPBC800.14c.1,29,49,TM
SPBC83.06c.1,1,23,SP
SPBC83.10.1,1,24,SP
SPBC83.11.1,1,30,SP
SPBC83.13.1,1,29,SP
SPBC839.08c.1,1,17,SP
SPBC839.11c.1,39,59,TM
SPBC839.19.1,12,30,TM
SPBC887.02.1,36,58,TM
SPBC887.13c.1,1,18,SP
SPBC887.15c.1,18,38,TM
SPBC887.22.1,19,37,TM
SPBC8D2.02c.1,23,48,TM
SPBC8D2.09c.1,20,40,TM
SPBC8D2.17.1,1,37,SP
SPBC8E4.03.1,1,22,SP
SPBC8E4.12c.1,1,15,SP
SPBC902.03.1,37,56,TM
SPBC947.03c.1,6,27,TM
SPBC947.04.1,1,24,SP
SPBC947.05c.1,12,30,TM
SPBC947.10.1,1,27,SP
SPBP19A11.02c.1,1,18,SP
SPBP23A10.02.1,30,59,TM
SPBP23A10.11c.1,1,22,SP
SPBP23A10.17.1,1,27,SP
SPBP4G3.02.1,1,20,SP
SPBP4H10.08.1,32,50,TM
SPBP4H10.19c.1,1,16,SP
SPBP8B7.06.1,1,14,SP
SPBP8B7.22.1,6,22,TM
SPBP8B7.25.1,1,19,SP
SPBPB10D8.04c.1,12,33,TM
SPBPB10D8.05c.1,12,33,TM
SPBPB10D8.06c.1,12,33,TM
SPBPB10D8.07c.1,12,33,TM
SPBPB21E7.04c.1,6,28,TM
SPBPB21E7.09.1,1,16,SP
SPBPB2B2.02.1,6,27,TM
SPBPB2B2.06c.1,1,24,SP
SPBPB2B2.09c.1,6,24,TM
SPBPB2B2.15.1,1,18,SP
SPBPB2B2.17c.1,38,59,TM
SPBPB7E8.01.1,1,22,SP
SPBPB8B6.02c.1,12,32,TM
SPBPB8B6.05c.1,1,20,SP
SPBPB8B6.06c.1,7,25,TM
SPBPJ4664.02.1,1,23,SP
SPBPJ4664.05.1,12,30,TM
SPBPJ4664.06.1,1,18,SP
SPCC1020.05.1,1,32,SP
SPCC1020.08.1,15,33,TM
SPCC1020.11c.1,31,58,TM
SPCC1183.09c.1,6,25,TM
SPCC11E10.02c.1,1,18,SP
SPCC11E10.08.1,1,18,SP
SPCC1223.03c.1,1,22,SP
SPCC1223.08c.1,1,21,SP
SPCC1223.12c.1,1,28,SP
SPCC1235.08c.1,12,31,TM
SPCC1235.13.1,1,21,SP
SPCC1235.14.1,1,21,SP
SPCC1235.15.1,28,55,TM
SPCC1235.16.1,20,40,TM
SPCC1259.02c.1,16,35,TM
SPCC126.08c.1,1,22,SP
SPCC126.09.1,6,26,TM
SPCC126.15c.1,6,24,TM
SPCC1281.01.1,1,26,SP
SPCC1322.03.1,1,25,SP
SPCC1322.07c.1,30,49,TM
SPCC1322.10.1,1,20,SP
SPCC1322.16.1,21,41,TM
SPCC1393.12.1,1,17,SP
SPCC1442.03.1,12,33,TM
SPCC1442.15c.1,20,38,TM
SPCC1450.06c.1,6,25,TM
SPCC1450.07c.1,12,31,TM
SPCC1450.09c.1,1,19,SP
SPCC1450.14c.1,1,22,SP
SPCC1450.16c.1,12,30,TM
SPCC162.09c.1,9,28,TM
SPCC1620.07c.1,41,59,TM
SPCC1672.09.1,15,38,TM
SPCC1682.01.1,12,29,TM
SPCC1682.15.1,20,41,TM
SPCC16A11.01.1,20,44,TM
SPCC16A11.04.1,6,30,TM
SPCC16A11.06c.1,1,20,SP
SPCC16C4.19.1,1,19,SP
SPCC1739.10.1,1,25,SP
SPCC1742.01.1,1,27,SP
SPCC1753.02c.1,32,51,TM
SPCC1795.03.1,17,37,TM
SPCC1795.06.1,1,16,SP
SPCC1795.09.1,1,27,SP
SPCC1795.10c.1,6,28,TM
SPCC18.01c.1,1,23,SP
SPCC18.02.1,12,34,TM
SPCC18.04.1,28,47,TM
SPCC18.19c.1,24,45,TM
SPCC1840.07c.1,1,26,SP
SPCC1840.08c.1,1,24,SP
SPCC188.09c.1,1,21,SP
SPCC188.14.1,1,18,SP
SPCC1884.02.1,36,58,TM
SPCC1906.01.1,1,16,SP
SPCC191.04c.1,28,50,TM
SPCC191.11.1,1,22,SP
SPCC1919.04.1,6,25,TM
SPCC1919.12c.1,12,37,TM
SPCC24B10.06.1,1,22,SP
SPCC24B10.10c.1,12,30,TM
SPCC24B10.17.1,1,21,SP
SPCC285.05.1,1,21,SP
SPCC285.10c.1,20,47,TM
SPCC306.06c.1,1,17,SP
SPCC306.11.1,1,23,SP
SPCC31H12.02c.1,27,50,TM
SPCC31H12.06.1,1,24,SP
SPCC330.08.1,1,18,SP
SPCC330.12c.1,1,23,SP
SPCC330.19c.1,21,54,TM
SPCC330.20.1,41,59,TM
SPCC330.21.1,1,21,SP
SPCC338.15.1,1,19,SP
SPCC4B3.02c.1,9,29,TM
SPCC4B3.03c.1,1,25,SP
SPCC4B3.04c.1,12,31,TM
SPCC4F11.04c.1,6,26,TM
SPCC4G3.11.1,41,59,TM
SPCC4G3.13c.1,6,24,TM
SPCC548.06c.1,1,21,SP
SPCC548.07c.1,1,21,SP
SPCC550.09.1,37,54,TM
SPCC550.15c.1,1,19,SP
SPCC553.06.1,1,18,SP
SPCC553.10.1,1,25,SP
SPCC569.02c.1,1,17,SP
SPCC569.06.1,1,18,SP
SPCC569.08c.1,1,18,SP
SPCC576.06c.1,39,59,TM
SPCC576.07.1,1,18,SP
SPCC584.13.1,41,59,TM
SPCC61.05.1,1,19,SP
SPCC613.03.1,1,20,SP
SPCC622.01c.1,40,58,TM
SPCC622.02.1,38,59,TM
SPCC622.03c.1,40,58,TM
SPCC622.04.1,32,53,TM
SPCC622.06c.1,40,59,TM
SPCC622.07.1,33,55,TM
SPCC63.02c.1,1,21,SP
SPCC63.04.1,1,22,SP
SPCC645.11c.1,12,30,TM
SPCC663.14c.1,1,18,SP
SPCC663.15c.1,1,19,SP
SPCC70.10.1,6,27,TM
SPCC736.04c.1,6,26,TM
SPCC736.06.1,1,22,SP
SPCC737.09c.1,12,31,TM
SPCC757.05c.1,1,25,SP
SPCC757.12.1,1,22,SP
SPCC757.15.1,15,34,TM
SPCC777.06c.1,1,24,SP
SPCC777.07.1,6,23,TM
SPCC777.12c.1,1,19,SP
SPCC790.03.1,22,50,TM
SPCC794.06.1,30,53,TM
SPCC825.02.1,1,23,SP
SPCC830.08c.1,36,59,TM
SPCC970.01.1,41,59,TM
SPCC970.02.1,1,19,SP
SPCC970.03.1,7,26,TM
SPCP20C8.02c.1,1,17,SP
SPCP31B10.04.1,1,20,SP
SPCPB1C11.01.1,33,54,TM
SPCPB1C11.02.1,25,45,TM
SPCPJ732.03.1,38,59,TM
SPMIT.01.1,20,42,TM
SPMIT.04.1,24,43,TM
SPMIT.05.1,28,55,TM
SPMIT.07.1,30,50,TM
SPMIT.10.1,7,32,TM
SPMIT.11.1,37,57,TM
SPAC1002.01.1,0,0,OTHER
SPAC1002.02.1,0,0,OTHER
SPAC1002.04c.1,0,0,OTHER
SPAC1002.05c.1,0,0,OTHER
SPAC1002.06c.1,0,0,OTHER
