seqid,phobius_start,phobius_end,phobius_type
SPCC1795.06,3,11,SP
SPBPB2B2.15,5,13,SP
SPBC3E7.09,12,20,SP
SPCC1450.14c,6,14,SP
SPBC2F12.15c,7,30,TM
SPCPB1C11.02,25,45,TM
SPCC4B3.03c,10,21,SP
SPCC622.06c,40,59,TM
SPBC21B10.06c,20,44,TM
SPBC337.07c,6,27,TM
SPACUNK4.08,25,42,TM
SPAC17A2.10c,26,47,TM
SPBC1685.16,36,54,TM
SPBC16C6.08c,7,15,SP
SPBC11B10.07c,38,59,TM
SPBC23G7.16,37,54,TM
SPAC1D4.08,12,34,TM
SPCC825.02,8,18,SP
SPBPB2B2.02,6,27,TM
SPAC1B3.21,20,39,TM
SPAC2E1P3.05c,6,18,SP
SPAC12B10.08c,25,42,TM
SPAC17C9.10,20,38,TM
SPCC306.11,3,18,SP
SPAC1F7.07c,5,15,SP
SPAC1F5.08c,8,19,SP
SPAC823.09c,4,14,SP
SPAC30D11.06c,6,28,TM
SPCC126.15c,6,24,TM
SPAC977.12,4,15,SP
SPAC19D5.02c,2,13,SP
SPAC1039.02,8,19,SP
SPAC10F6.16,9,16,SP
SPAC1002.11,20,37,TM
SPAC1786.02,3,14,SP
SPBC776.15c,14,25,SP
SPAC4F10.10c,9,27,TM
SPAC18B11.08c,39,59,TM
SPBC887.13c,4,13,SP
SPBC32H8.09,3,10,SP
SPAPB24D3.07c,4,14,SP
SPAC824.06,4,12,SP
SPMIT.07,30,50,TM
SPCC61.05,5,13,SP
SPAC2E1P5.03,4,15,SP
SPAC13G7.04c,5,16,SP
SPAC521.02,6,25,TM
SPAC22E12.06c,12,29,TM
SPAPB2C8.01,6,16,SP
SPBC32H8.13c,2,17,SP
SPBC1347.14c,12,31,TM
SPAC6C3.03c,3,14,SP
SPAC27D7.11c,8,18,SP
SPAC8E11.10,11,22,SP
SPBC17D1.06,7,26,TM
SPAC23H4.03c,8,16,SP
SPBPJ4664.06,3,13,SP
SPBC83.10,6,17,SP
SPCC1020.05,16,27,SP
SPBC1289.13c,6,25,TM
SPAC26H5.07c,7,18,SP
SPBC17D11.02c,40,59,TM
SPBC16D10.05,6,13,SP
SPBPB8B6.02c,12,32,TM
SPAC23A1.05,40,59,TM
SPAPB8E5.03,36,57,TM
SPCC622.03c,40,58,TM
SPCC1672.09,15,38,TM
SPCC162.09c,9,28,TM
SPAC4H3.16,26,33,SP
SPBC16C6.06,18,28,SP
SPCC18.19c,24,45,TM
SPAC15A10.09c,12,32,TM
SPBPB2B2.06c,8,19,SP
SPAC513.06c,7,18,SP
SPAC2F3.07c,16,37,TM
SPAC2C4.13,6,24,TM
SPAC5D6.06c,6,25,TM
SPAC11E3.13c,3,14,SP
SPAC607.07c,6,28,TM
SPBC21H7.03c,3,14,SP
SPAPJ691.03,22,41,TM
SPAC3G6.01,3,10,SP
SPCC1450.16c,12,30,TM
SPAC27E2.11c,5,16,SP
SPBC1105.05,6,17,SP
SPBC1347.04,12,30,TM
SPAC56E4.06c,43,59,TM
SPAC1F7.08,4,17,SP
SPCC1753.02c,32,51,TM
SPCC970.02,3,14,SP
SPCC794.06,30,53,TM
SPCC417.15,6,17,SP
SPAC57A7.09,6,29,TM
SPBC409.18,18,38,TM
SPCC1919.04,6,25,TM
SPAC6G10.09,12,22,SP
SPAC22E12.09c,4,15,SP
SPBC365.12c,6,24,TM
SPCC63.02c,6,16,SP
SPAC1952.10c,23,43,TM
SPAC22H12.05c,7,16,SP
SPBC1734.09,29,52,TM
SPBC29A10.08,7,14,SP
SPMIT.11,37,57,TM
SPBC1711.16,3,10,SP
SPCC1259.02c,16,35,TM
SPBPB10D8.07c,12,33,TM
SPCC1235.08c,12,31,TM
SPCC1442.03,12,33,TM
SPBC119.09c,43,59,TM
SPBC3B9.01,4,11,SP
SPAC977.04,23,44,TM
SPAC227.11c,20,43,TM
SPCC18.01c,8,18,SP
SPBC1703.11,3,13,SP
SPBC713.11c,32,55,TM
SPAC1039.11c,10,21,SP
SPBC337.16,20,44,TM
SPCC1620.07c,41,59,TM
SPAPJ760.03c,6,17,SP
SPAC3A12.06c,13,28,SP
SPBC1348.06c,5,13,SP
SPAC56E4.05,16,38,TM
SPAC144.18,12,30,TM
SPAC343.21,6,25,TM
SPCC777.07,6,23,TM
SPBC713.07c,5,13,SP
SPAC15A10.17,12,35,TM
SPMIT.10,7,32,TM
SPAC1006.01,4,15,SP
SPBC530.12c,7,18,SP
SPBC428.12c,20,37,TM
SPAC23C11.14,12,31,TM
SPBC21C3.17c,4,16,SP
SPBC2A9.05c,40,57,TM
SPAC2C4.05,6,26,TM
SPBC1105.13c,9,20,SP
SPAPB15E9.01c,3,14,SP
SPAC186.08c,20,50,TM
SPCC1840.08c,8,19,SP
SPAC4C5.03,20,42,TM
SPAC1A6.03c,5,15,SP
SPAC637.03,9,29,TM
SPBC29A3.18,36,55,TM
SPCC645.11c,12,30,TM
SPCC1450.06c,6,25,TM
SPAPJ695.01c,2,12,SP
SPBC13G1.15c,2,13,SP
SPAC22F8.03c,12,32,TM
SPBC19F8.04c,6,27,TM
SPAP7G5.03,16,34,TM
SPAC3A11.04,7,31,TM
SPAC644.07,24,45,TM
SPCC576.06c,39,59,TM
SPAC1834.10c,40,58,TM
SPBPB21E7.04c,6,28,TM
SPBC947.05c,12,30,TM
SPBC1348.14c,28,48,TM
SPBC685.03,4,15,SP
SPBC27.01c,17,34,TM
SPCC1393.12,5,12,SP
SPCPJ732.03,38,59,TM
SPCPB1C11.01,33,54,TM
SPAC17A5.04c,3,13,SP
SPAC57A10.12c,37,54,TM
SPBC1683.08,4,14,SP
SPBC354.08c,30,53,TM
SPBC1604.15,6,17,SP
SPAC144.10c,19,37,TM
SPBC685.05,25,43,TM
SPBC2G5.04c,31,54,TM
SPAC977.18,27,54,TM
SPAC167.09,6,14,SP
SPAC4D7.12c,4,12,SP
SPCC1795.10c,6,28,TM
SPAC589.06c,28,50,TM
SPBC713.14c,7,26,TM
SPAC57A10.08c,12,30,TM
SPAC227.01c,20,40,TM
SPBC691.01,21,42,TM
SPBC11C11.05,6,16,SP
SPCC548.07c,4,13,SP
SPCC1450.07c,12,31,TM
SPAC977.10,12,29,TM
SPCC777.12c,5,14,SP
SPAC12B10.16c,4,12,SP
SPAC688.12c,22,39,TM
SPBC30B4.01c,13,24,SP
SPBC409.20c,21,40,TM
SPAC1B3.14,12,34,TM
SPAC2G11.09,25,42,TM
SPBC530.03c,14,31,TM
SPBC1604.13c,27,49,TM
SPCC4B3.04c,12,31,TM
SPAC1851.02,6,25,TM
SPMIT.01,20,42,TM
SPBC19C7.12c,11,22,SP
SPBC1347.05c,5,16,SP
SPCC1281.01,12,21,SP
SPAC15A10.06,33,52,TM
SPAC1705.03c,6,14,SP
SPAC2G11.13,21,45,TM
SPAC3C7.11c,6,17,SP
SPBC4B4.08,9,17,SP
SPAC6G10.06,12,30,TM
SPCC1450.09c,3,15,SP
SPAC9E9.04,6,26,TM
SPAC2E12.03c,16,35,TM
SPAC18B11.03c,21,39,TM
SPAPB17E12.03,37,56,TM
SPAC630.04c,34,55,TM
SPAC7D4.09c,6,29,TM
SPBC14C8.05c,3,11,SP
SPBC887.15c,18,38,TM
SPCC16A11.04,6,30,TM
SPAC19G12.16c,4,14,SP
SPCC1020.08,15,33,TM
SPAC19A8.09,6,22,TM
SPCC777.06c,8,19,SP
SPBC13E7.11,38,55,TM
SPBC2G2.10c,25,43,TM
SPAC607.09c,12,35,TM
SPAPB1A10.07c,36,57,TM
SPCC550.09,37,54,TM
SPAC3A12.17c,6,22,TM
SPBC16E9.18,32,53,TM
SPBC2G5.01,6,14,SP
SPAC1071.03c,20,40,TM
SPCC1739.10,10,21,SP
SPBC16A3.10,22,39,TM
SPAC3G6.05,22,31,SP
SPAC823.17,21,40,TM
SPAPB18E9.04c,4,14,SP
SPBC839.11c,39,59,TM
SPCC31H12.02c,27,50,TM
SPAC959.05c,6,25,TM
SPBC887.22,19,37,TM
SPBPB10D8.06c,12,33,TM
SPBPB10D8.05c,12,33,TM
SPAC513.04,13,46,TM
SPAC15E1.02c,12,33,TM
SPAC17C9.08,6,27,TM
SPAC8C9.12c,20,40,TM
SPCC830.08c,36,59,TM
SPAC1B2.06,29,52,TM
SPBC4F6.05c,3,14,SP
SPAC922.09,21,45,TM
SPAC12G12.12,34,55,TM
SPAC23H4.05c,11,22,SP
SPAC10F6.03c,4,15,SP
SPCC285.10c,20,47,TM
SPBC1711.09c,12,31,TM
SPAC977.09c,6,14,SP
SPBC800.11,6,17,SP
SPCC736.06,6,14,SP
SPAC1486.02c,16,27,SP
SPAC2F3.01,12,29,TM
SPCC1235.16,20,40,TM
SPAC821.09,7,15,SP
SPBC342.03,9,19,SP
SPBC1683.12,40,57,TM
SPBC16G5.09,5,16,SP
SPBC3B8.03,4,11,SP
SPBC1711.12,8,16,SP
SPAC13C5.06c,10,18,SP
SPAC17G6.03,6,17,SP
SPCC553.06,3,13,SP
SPCC1682.15,20,41,TM
SPAC5H10.12c,15,33,TM
SPBC428.03c,3,13,SP
SPBC4.01,26,48,TM
SPCC18.04,28,47,TM
SPCC1795.03,17,37,TM
SPBC1773.08c,31,52,TM
SPAC19B12.02c,3,14,SP
SPCC4G3.13c,6,24,TM
SPAC186.01,7,17,SP
SPCC330.12c,6,14,SP
SPAC26F1.05,16,26,SP
SPAC23C4.16c,10,18,SP
SPBC16H5.09c,6,24,TM
SPBP8B7.06,3,10,SP
SPAC589.12,12,36,TM
SPAC22G7.06c,4,12,SP
SPAC23C4.05c,5,16,SP
SPAC13G6.11c,20,38,TM
SPAPB17E12.11,6,15,SP
SPBC902.03,37,56,TM
SPAC4G9.15,15,39,TM
SPAC57A7.15c,12,30,TM
SPAC1071.04c,37,57,TM
SPBC1539.04,24,42,TM
SPBC21D10.11c,14,25,SP
SPAC22F8.02c,13,36,TM
SPBC3H7.08c,21,40,TM
SPAC4A8.04,8,19,SP
SPBC1683.09c,9,30,TM
SPBP23A10.02,30,59,TM
SPAC1F8.08,6,29,TM
SPBC409.21,6,25,TM
SPAC27F1.07,2,13,SP
SPCC663.15c,4,11,SP
SPCC191.11,6,17,SP
SPBC4C3.08,14,27,SP
SPAC3F10.11c,23,47,TM
SPAC17H9.14c,3,14,SP
SPAP11E10.02c,3,13,SP
SPAC24H6.13,12,33,TM
SPAC1687.02,6,25,TM
SPCC1682.01,12,29,TM
SPAC9E9.01,12,28,TM
SPBC354.02c,34,55,TM
SPAC824.08,12,31,TM
SPBC32H8.08c,12,35,TM
SPCC622.02,38,59,TM
SPBPJ4664.02,8,18,SP
SPAC732.02c,6,17,SP
SPAC3A11.09,12,32,TM
SPAC11E3.10,15,31,TM
SPAC977.11,7,25,TM
SPBC36B7.03,12,34,TM
SPAC16E8.05c,7,18,SP
SPBC3D6.13c,12,20,SP
SPMIT.09,6,32,TM
SPAC6F6.05,31,55,TM
SPAC4G8.02c,34,55,TM
SPCC1906.01,3,11,SP
SPCC4B3.02c,9,29,TM
SPCC613.03,4,15,SP
SPAC26F1.08c,23,44,TM
SPAC26H5.13c,21,40,TM
SPCC757.05c,5,16,SP
SPCC622.04,32,53,TM
SPBC21C3.06,6,30,TM
SPAC25H1.10c,12,31,TM
SPAC110.05,3,18,SP
SPCC1795.09,4,15,SP
SPAPB15E9.06,12,29,TM
SPBC23G7.15c,4,12,SP
SPBC115.03,7,18,SP
SPAC589.09,14,25,SP
SPAC17G8.11c,6,32,TM
SPCC330.21,6,16,SP
SPAC1687.07,6,25,TM
SPAC732.01,12,31,TM
SPCC970.03,7,26,TM
SPCC757.15,15,34,TM
SPBC29A10.01,6,25,TM
SPAC3A12.03c,23,45,TM
SPCP31B10.04,4,15,SP
SPAPB8E5.04c,6,23,TM
SPBC4C3.09,20,39,TM
SPAC15A10.05c,3,14,SP
SPBC19G7.17,33,54,TM
SPBC1921.06c,9,28,TM
SPAC56F8.15,12,29,TM
SPAC3H5.09c,24,46,TM
SPAC26H5.08c,4,15,SP
SPAC19G12.10c,6,14,SP
SPAC1783.02c,32,56,TM
SPBC12C2.13c,36,58,TM
SPBC32H8.03,12,32,TM
SPAC2E1P3.02c,33,55,TM
SPCC18.02,12,34,TM
SPAP8A3.03,7,18,SP
SPCC548.06c,4,13,SP
SPAC2F3.08,34,52,TM
SPBC18A7.01,21,43,TM
SPAC513.07,5,15,SP
SPCC622.01c,40,58,TM
SPCC569.02c,2,12,SP
SPAC4G9.11c,12,31,TM
SPAC1F7.03,8,18,SP
SPBC14C8.11c,6,25,TM
SPCC306.06c,2,12,SP
SPAC6F6.04c,29,50,TM
SPBC14F5.13c,27,47,TM
SPAC11D3.09,2,12,SP
SPAC23H3.04,39,59,TM
SPBC336.16,12,31,TM
SPBC839.08c,5,12,SP
SPAC23H4.13c,34,55,TM
SPBC1347.11,13,20,SP
SPBPB2B2.09c,6,24,TM
SPBC359.04c,7,18,SP
SPBC13G1.07,6,26,TM
SPCC4G3.11,41,59,TM
SPBC839.19,12,30,TM
SPBC21C3.14c,13,24,SP
SPAC1786.03,31,50,TM
SPAC1834.05,10,24,SP
SPAC6F12.04,7,24,TM
SPAC15E1.04,31,54,TM
SPBC543.10,4,15,SP
SPCC1919.12c,12,37,TM
SPBC3H7.05c,12,33,TM
SPBC16E9.03c,12,20,SP
SPCC1223.12c,9,20,SP
SPBC409.11,20,44,TM
SPCC1884.02,36,58,TM
SPBP8B7.25,3,14,SP
SPAC1327.01c,6,13,SP
SPAC26A3.01,5,16,SP
SPCC1442.15c,20,38,TM
SPBC83.11,16,25,SP
SPCC622.07,33,55,TM
SPCC1183.09c,6,25,TM
SPBC27.05,6,25,TM
SPBC359.05,7,29,TM
SPAC31G5.07,14,25,SP
SPBP8B7.22,6,22,TM
SPCC1322.10,5,16,SP
SPAPB2B4.06,34,56,TM
SPAC1399.06,2,10,SP
SPAC27E2.12,25,48,TM
SPCC4F11.04c,6,26,TM
SPBC23G7.06c,6,27,TM
SPAC19A8.14,6,28,TM
SPAC1142.05,12,19,SP
SPBC32H8.15,12,34,TM
SPBC1683.03c,37,57,TM
SPBC1289.15,2,13,SP
SPAC17G6.02c,12,33,TM
SPBC16G5.06,7,18,SP
SPBC8E4.03,7,18,SP
SPBC28F2.08c,3,14,SP
SPCC70.10,6,27,TM
SPBC3B8.06,29,53,TM
SPAC19D5.10c,6,31,TM
SPBC13E7.05,7,26,TM
SPAC922.04,3,13,SP
SPCP20C8.02c,2,12,SP
SPAC926.10,6,27,TM
SPAC56F8.07,28,46,TM
SPCC285.05,6,17,SP
SPCC970.01,41,59,TM
SPAC23C4.14,6,16,SP
SPBC8E4.12c,3,10,SP
SPBC146.04,7,28,TM
SPBC1677.02,7,24,TM
SPBC342.01c,25,47,TM
SPACUNK4.07c,25,44,TM
SPBC13G1.14c,2,10,SP
SPBPB21E7.09,4,11,SP
SPAC1D4.05c,20,42,TM
SPAC30C2.05,6,30,TM
SPBP23A10.11c,6,17,SP
SPBC543.08,24,43,TM
SPBC30B4.09,28,39,SP
SPAC6F12.07,4,14,SP
SPBC11G11.07,3,11,SP
SPCC1742.01,13,21,SP
SPAC5H10.11,15,34,TM
SPCC24B10.06,5,17,SP
SPBC1604.04,16,34,TM
SPAC977.07c,10,18,SP
SPAC167.02,30,46,TM
SPBC1271.02,22,42,TM
SPBC30D10.09c,11,22,SP
SPAC1639.02c,12,29,TM
SPCC1235.13,4,13,SP
SPCC569.08c,2,10,SP
SPAC24C9.16c,41,59,TM
SPBC21B10.13c,0,0,OTHER
SPBP8B7.05c,0,0,OTHER
SPAC644.15,0,0,OTHER
SPAC20G8.02,0,0,OTHER
SPCC18.09c,0,0,OTHER
SPBC4B4.06,0,0,OTHER
SPBC3D6.09,0,0,OTHER
SPBC336.12c,0,0,OTHER
SPBC530.15c,0,0,OTHER
SPAC1783.06c,0,0,OTHER
SPAC13F5.03c,0,0,OTHER
SPAC3H8.10,0,0,OTHER
SPCC285.06c,0,0,OTHER
SPBC365.04c,0,0,OTHER
SPBC1815.01,0,0,OTHER
SPAC2F7.16c,0,0,OTHER
SPBC713.13,0,0,OTHER
SPAC12B10.06c,0,0,OTHER
SPBC21B10.03c,0,0,OTHER
SPAC17A2.14,0,0,OTHER
SPCC1259.07,0,0,OTHER
SPAC16E8.15,0,0,OTHER
SPBC25D12.06,0,0,OTHER
SPCC63.13,0,0,OTHER
SPAC1565.03,0,0,OTHER
SPAC12B10.07,0,0,OTHER
SPCPB16A4.04c,0,0,OTHER
SPBC29A10.12,0,0,OTHER
SPBC2D10.06,0,0,OTHER
SPAC25B8.15c,0,0,OTHER
SPAC821.07c,0,0,OTHER
SPAC4F10.19c,0,0,OTHER
SPAC3G9.05,0,0,OTHER
SPAC1952.08c,0,0,OTHER
SPCC24B10.13,0,0,OTHER
SPCC576.14,0,0,OTHER
SPBC25H2.05,0,0,OTHER
SPCC24B10.05,0,0,OTHER
SPCC188.03,0,0,OTHER
SPBC354.13,0,0,OTHER
SPBC17D1.05,0,0,OTHER
SPBC21C3.09c,0,0,OTHER
SPAC18G6.14c,0,0,OTHER
SPAC14C4.11,0,0,OTHER
SPAC6F12.06,0,0,OTHER
SPBC29A3.13,0,0,OTHER
SPBC30B4.03c,0,0,OTHER
SPAC4C5.01,0,0,OTHER
SPAC22F8.06,0,0,OTHER
SPBC31F10.11c,0,0,OTHER
SPBC3B9.12,0,0,OTHER
SPBC337.15c,0,0,OTHER
SPBC2F12.03c,0,0,OTHER
SPBC12C2.07c,0,0,OTHER
SPCC1682.04,0,0,OTHER
SPBC3B9.21,0,0,OTHER
SPCC4B3.16,0,0,OTHER
SPBC1198.08,0,0,OTHER
SPAC3C7.12,0,0,OTHER
SPAC22E12.18,0,0,OTHER
SPCC1235.06,0,0,OTHER
SPAC521.03,0,0,OTHER
SPAC30C2.02,0,0,OTHER
SPAPB24D3.01,0,0,OTHER
SPBC36.06c,0,0,OTHER
SPBC337.02c,0,0,OTHER
SPAPB1E7.10,0,0,OTHER
SPAC17H9.08,0,0,OTHER
SPAC1420.04c,0,0,OTHER
SPBC1604.18c,0,0,OTHER
SPAC20H4.08,0,0,OTHER
SPBC685.02,0,0,OTHER
