seqid,phobius_start,phobius_end,phobius_type
NCU03511,8,16,SP
NCU01291,10,20,SP
NCU06385,11,22,SP
NCU07086,7,33,TM
NCU17188,3,13,SP
NCU06809,16,27,SP
NCU16025,41,59,TM
NCU07581,3,14,SP
NCU05649,20,42,TM
NCU02545,10,17,SP
NCU03516,2,9,SP
NCU02544,8,18,SP
NCU01332,12,33,TM
NCU05896,12,30,TM
NCU09530,2,9,SP
NCU05278,33,52,TM
NCU02087,3,14,SP
NCU02562,22,41,TM
NCU16699,32,50,TM
NCU08985,12,35,TM
NCU08038,10,21,SP
NCU08681,10,21,SP
NCU06165,3,14,SP
NCU08602,6,31,TM
NCU08645,6,25,TM
NCU07130,26,38,SP
NCU10051,20,40,TM
NCU04133,12,30,TM
NCU04883,39,59,TM
NCU07163,5,13,SP
NCU08173,5,15,SP
NCU03215,2,12,SP
NCU01432,12,33,TM
NCU07403,21,44,TM
NCU05785,9,19,SP
NCU01889,5,16,SP
NCU09136,4,14,SP
NCU06386,33,56,TM
NCU03475,12,23,SP
NCU09460,10,18,SP
NCU00175,3,11,SP
NCU09620,7,18,SP
NCU09427,20,39,TM
NCU10448,4,12,SP
NCU09296,13,24,SP
NCU06938,5,15,SP
NCU16008,24,42,TM
NCU07763,3,10,SP
NCU16001,24,47,TM
NCU09487,3,13,SP
NCU05137,8,19,SP
NCU01655,3,14,SP
NCU01063,4,15,SP
NCU09088,4,12,SP
NCU06991,12,35,TM
NCU04297,12,35,TM
NCU07703,10,22,SP
NCU00196,2,9,SP
NCU04486,7,26,SP
NCU05013,26,46,TM
NCU05078,27,38,SP
NCU08193,4,15,SP
NCU09491,6,17,SP
NCU09805,7,18,SP
NCU05763,4,14,SP
NCU05094,20,41,TM
NCU04615,12,32,TM
NCU06317,6,22,TM
NCU06781,2,10,SP
NCU07447,12,33,TM
NCU05647,38,58,TM
NCU02771,3,11,SP
NCU09796,28,48,TM
NCU01380,3,14,SP
NCU05048,10,21,SP
NCU09367,9,19,SP
NCU01783,34,58,TM
NCU01521,3,15,SP
NCU03995,3,14,SP
NCU01993,37,59,TM
NCU16011,26,48,TM
NCU08739,2,13,SP
NCU09525,28,38,SP
NCU08607,20,41,TM
NCU05121,4,15,SP
NCU02732,10,20,SP
NCU07538,12,31,TM
NCU04222,7,18,SP
NCU01964,6,21,SP
NCU10245,24,42,TM
NCU01357,12,23,SP
NCU01717,25,53,TM
NCU03459,12,32,TM
NCU06076,6,23,TM
NCU09761,6,17,SP
NCU03530,3,13,SP
NCU10497,20,40,TM
NCU09734,3,14,SP
NCU00169,12,34,TM
NCU09098,12,35,TM
NCU02910,4,15,SP
NCU17284,18,28,SP
NCU05707,6,14,SP
NCU03109,29,50,TM
NCU08719,10,20,SP
NCU02600,35,58,TM
NCU06358,21,41,TM
NCU08367,8,16,SP
NCU09909,20,44,TM
NCU02598,3,13,SP
NCU06839,13,20,SP
NCU03637,20,38,TM
NCU09875,21,46,TM
NCU03630,31,49,TM
NCU10687,4,11,SP
NCU06682,7,25,TM
NCU11340,3,13,SP
NCU01353,8,19,SP
NCU09280,7,18,SP
NCU11375,27,48,TM
NCU03960,41,59,TM
NCU09863,6,24,TM
NCU08624,36,56,TM
NCU02032,8,20,SP
NCU06977,21,42,TM
NCU06613,20,39,TM
NCU00430,12,32,TM
NCU06193,20,38,TM
NCU05915,2,11,SP
NCU16902,12,33,TM
NCU05597,20,44,TM
NCU10799,12,30,TM
NCU00757,4,15,SP
NCU01208,12,31,TM
NCU06589,4,15,SP
NCU16305,7,17,SP
NCU06898,41,59,TM
NCU00552,10,21,SP
NCU07106,5,15,SP
NCU16859,20,28,SP
NCU00716,3,13,SP
NCU07388,11,21,SP
NCU06375,34,57,TM
NCU08997,33,53,TM
NCU08752,7,18,SP
NCU06473,37,55,TM
NCU00709,8,16,SP
NCU07275,7,18,SP
NCU07205,36,54,TM
NCU02757,9,17,SP
NCU07988,12,28,TM
NCU05768,4,14,SP
NCU09568,2,13,SP
NCU10110,7,25,TM
NCU03657,14,27,SP
NCU07112,4,15,SP
NCU09195,13,31,TM
NCU09225,10,21,SP
NCU02176,15,26,SP
NCU03800,3,14,SP
NCU06116,19,40,TM
NCU08358,8,20,SP
NCU03222,5,15,SP
NCU06209,4,15,SP
NCU00676,4,11,SP
NCU07923,5,16,SP
NCU05836,30,41,SP
NCU04203,17,27,SP
NCU05973,21,38,TM
NCU06547,7,18,SP
NCU01170,20,39,TM
NCU03208,21,50,TM
NCU08321,3,15,SP
NCU01395,3,11,SP
NCU08471,9,17,SP
NCU05350,9,29,TM
NCU09923,4,15,SP
NCU06967,7,26,TM
NCU02064,14,25,SP
NCU01158,11,22,SP
NCU02883,2,13,SP
NCU06912,6,16,SP
NCU08934,26,44,TM
NCU07475,3,13,SP
NCU08232,42,59,TM
NCU08905,12,32,TM
NCU02579,3,13,SP
NCU05301,20,38,TM
NCU06530,9,17,SP
NCU07715,42,59,TM
NCU07257,12,32,TM
NCU05689,2,11,SP
NCU07141,14,32,TM
NCU06779,6,31,TM
NCU00214,20,37,TM
NCU01735,29,47,TM
NCU02916,3,11,SP
NCU09741,6,24,TM
NCU16438,26,47,TM
NCU09774,3,14,SP
NCU09964,4,14,SP
NCU00786,40,59,TM
NCU00111,2,9,SP
NCU01715,13,23,SP
NCU02740,12,37,TM
NCU04752,7,16,SP
NCU17155,23,42,TM
NCU00078,12,39,TM
